scenario,ridge_local_residual_strict,graph_temporal_ridge_strict,fast_family,ridge_family
random_missing,5.2724742053260245,5.105058640597038,11.848092356569786,5.188766422961532
outage_block,91.90688085212835,91.07571825815867,107.8249440338559,91.49129955514351
gaussian_noise,181.31152577496744,177.49457022977964,168.36648695963171,179.40304800237354
spike_noise,179.80311608165346,175.8790026177422,169.0060894308164,177.84105934969784
time_shift,36.12791595851875,35.797634642097734,53.20015821213807,35.96277530030824
stuck_sensor,364.87989215745296,363.5867551085042,380.1587977238092,364.23332363297857
