event_id,event_start,event_end,duration_hours,wet_hours,total_areal_rainfall_mm,total_localmax_rainfall_mm,peak_areal_hourly_mm,peak_localmax_hourly_mm,duration_class,rainfall_magnitude_class,magnitude_threshold_note,response_lag_hours,window_hours_with_lag,mean_event_quality_score,median_event_quality_score,mean_observed_fraction,mean_max_missing_gap_hours,mean_flat_step_rate,mean_diff_spike_rate,low_dynamic_sensor_fraction_1cm,low_dynamic_sensor_fraction_3cm,low_dynamic_sensor_fraction_5cm
E016,2021-09-03 17:00:00,2021-09-03 17:00:00,1,1,0.3625,2.9,0.3625,2.9,short <=3 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,6.083333333333333,84.91454074727187,91.17647058823529,0.8796217723360408,0.7146017699115044,0.3941047978870149,0.08194617275935243,0.13274336283185842,0.3008849557522124,0.39823008849557523
E017,2021-09-11 19:00:00,2021-09-12 10:00:00,16,14,1.0875,4.5,0.4375,1.2,long >12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,21.083333333333332,85.67076607743343,90.15606242496999,0.8911469446290531,2.1659292035398225,0.39918422884799903,0.07132663324743756,0.08849557522123894,0.1415929203539823,0.26548672566371684
E018,2021-09-13 10:00:00,2021-09-13 10:00:00,1,1,0.3125,2.5,0.3125,2.5,short <=3 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,6.083333333333333,85.33435020319598,90.12605042016807,0.8819250818281005,0.6865781710914453,0.39282002305109404,0.06246430334518884,0.1504424778761062,0.30973451327433627,0.4424778761061947
E020,2021-09-14 21:00:00,2021-09-15 00:00:00,4,2,0.8625,6.9,0.475,3.8,medium 3-12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,9.083333333333334,85.47733643692605,89.41176470588236,0.9016806040431923,0.881268436578171,0.37638036991854473,0.08826407139216864,0.08849557522123894,0.1415929203539823,0.25663716814159293
E021,2021-09-15 19:00:00,2021-09-16 07:00:00,13,9,31.4625,101.5,13.6,30.6,long >12 h,high Q80-Q95,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,18.083333333333332,82.56475685365635,85.93837535014005,0.8994331389421312,1.7013274336283186,0.25837815666358815,0.17927448899542756,0.02654867256637168,0.04424778761061947,0.05309734513274336
E024,2021-09-18 00:00:00,2021-09-18 06:00:00,7,5,2.3,15.6,0.975,6.9,medium 3-12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,12.083333333333334,82.15865454294101,85.59808008083868,0.8920964296612757,1.218289085545723,0.25761974411658267,0.18525913891657492,0.035398230088495575,0.07079646017699115,0.08849557522123894
E025,2021-09-20 21:00:00,2021-09-21 00:00:00,4,4,4.6625,15.4,3.0,8.0,medium 3-12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,9.083333333333334,83.73929391818425,89.41176470588236,0.8810586993586101,1.0589970501474928,0.3337378511096899,0.1164598215303472,0.07079646017699115,0.10619469026548672,0.18584070796460178
E026,2021-09-21 21:00:00,2021-09-21 22:00:00,2,2,1.3125,10.5,1.1875,9.5,short <=3 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,7.083333333333333,85.39627342655105,89.52545724172022,0.8849557522123894,0.8148967551622418,0.392181860853415,0.07336723160068652,0.10619469026548672,0.1592920353982301,0.26548672566371684
E027,2021-09-22 16:00:00,2021-09-22 23:00:00,8,5,8.0125,41.0,4.7125,23.7,medium 3-12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,13.083333333333334,85.07923698589929,86.18616677440207,0.9445916239219886,0.7079646017699115,0.2509498051676779,0.18977272256451383,0.05309734513274336,0.061946902654867256,0.07964601769911504
E028,2021-09-23 14:00:00,2021-09-24 01:00:00,12,12,3.975,18.7,1.2875,8.7,medium 3-12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,17.083333333333332,86.94681529205246,89.41176470588236,0.9431469889920137,0.9188790560471978,0.29724490277563187,0.11142039760216178,0.061946902654867256,0.08849557522123894,0.1415929203539823
E030,2021-09-30 17:00:00,2021-10-01 01:00:00,9,9,2.2999999999999994,6.6000000000000005,1.2374999999999998,3.3,medium 3-12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,14.083333333333334,87.82070708276721,90.80632252901161,0.9377912761166676,0.8296460176991151,0.3745258725417494,0.06608406802003546,0.07079646017699115,0.12389380530973451,0.23008849557522124
E034,2021-10-06 16:00:00,2021-10-07 01:00:00,10,6,0.55,2.6,0.3375,1.5,medium 3-12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,15.083333333333334,87.5537068701338,91.1671335200747,0.9311592431428153,1.0117994100294987,0.39105199236914967,0.06359939744107747,0.07079646017699115,0.13274336283185842,0.21238938053097345
