variant,variant_type,w_coverage,w_continuity,w_stability,w_plausibility,w_temporal_consistency,threshold_A,threshold_B,threshold_C,grade_exact_agreement,grade_adjacent_agreement,quadratic_weighted_kappa,score_spearman_vs_base,scenario_rank_spearman_vs_base,top_failure_same_as_base,bottom_failure_same_as_base,exact_failure_order_same_as_base,failure_order
random_weight_threshold_0164,random_weight_threshold,0.2161671204052825,0.3185163564718133,0.2337066526292088,0.1067627435783976,0.1248471269152976,86.20542966478118,73.3022144235316,65.48509282178017,0.6194690265486725,1.0,0.8264704831970286,0.9939533568434362,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0165,random_weight_threshold,0.2769478140241892,0.1833008681322072,0.2745644823014326,0.0808263014664238,0.1843605340757469,83.93751914259495,75.49991246424041,63.63250654652522,0.8230088495575221,1.0,0.9202709376984408,0.9937204737507486,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0166,random_weight_threshold,0.41179817709873,0.1548764925414601,0.1897418157111018,0.0997439014562559,0.1438396131924521,80.09581163878964,76.8486203637356,58.43010199438885,0.6371681415929203,1.0,0.8530186225056311,0.998810632776632,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0167,random_weight_threshold,0.3164553406673651,0.2160348960915923,0.2678669543696106,0.0738152852969435,0.1258275235744884,85.35443082238403,73.22842728535194,56.70464371062886,0.8672566371681416,1.0,0.929834002566544,0.9937371082573692,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0168,random_weight_threshold,0.4382296425418008,0.2100316185592367,0.171934622330865,0.0756048898339321,0.1041992267341652,90.0,73.86808116480972,55.48472221238614,0.6902654867256637,1.0,0.8078698081127035,0.998469625390911,0.8285714285714287,False,True,False,spike_noise > gaussian_noise > stuck_sensor > outage_block > time_shift > random_missing
random_weight_threshold_0169,random_weight_threshold,0.4615689856482978,0.1498808096567163,0.155651570999409,0.0895474490488161,0.1433511846467609,86.42691974570451,77.91510877021724,63.49886107820985,0.7787610619469026,1.0,0.8953199688739022,0.9982616940581542,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0170,random_weight_threshold,0.2914689408155951,0.1808541426459367,0.2666146600715546,0.103818452574224,0.1572438038926894,89.23965315239711,75.2089396055137,61.85406407288215,0.7964601769911505,1.0,0.8908487673764227,0.9925810100472422,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0171,random_weight_threshold,0.300002635336443,0.2027811190279656,0.1969879900668736,0.1521583068987284,0.1480699486699893,86.51300021783597,74.51540262410545,62.73233443205419,0.911504424778761,1.0,0.9566551591868048,0.9992098609355246,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0172,random_weight_threshold,0.3865770684130366,0.1802640129265054,0.1700193203052212,0.1365152418437163,0.1266243565115204,85.53618163999751,71.47045605647551,59.95600248158534,0.7079646017699115,1.0,0.8624340576234921,0.99906015037594,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0173,random_weight_threshold,0.2874997936659713,0.2413784311353978,0.1794109836603908,0.1072068507972705,0.1845039407409695,87.31038506498616,80.13256688630155,53.791960192623634,0.7345132743362832,1.0,0.850436777552281,0.9977709761128486,0.8285714285714287,False,True,False,spike_noise > gaussian_noise > stuck_sensor > outage_block > time_shift > random_missing
random_weight_threshold_0174,random_weight_threshold,0.3486674235473986,0.1701907433580521,0.2272628758026096,0.1147108112378389,0.1391681460541005,85.634065174907,76.79149356338263,61.591630686567264,0.9557522123893806,1.0,0.9782013194953508,0.9962322842504492,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0175,random_weight_threshold,0.366196075493165,0.2183010627074024,0.1734690392992847,0.0952445836501182,0.1467892388500294,87.27293262157217,74.56498024330546,55.23653678910466,0.7964601769911505,1.0,0.8865313250382013,0.9985195289107728,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0176,random_weight_threshold,0.4388988704664963,0.1276985066476192,0.2153243562922664,0.1086920825067495,0.1093861840868687,84.67723117248386,74.75986771812792,61.25599782325933,0.7256637168141593,1.0,0.871699080687104,0.9910256836782222,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0177,random_weight_threshold,0.4045610273832799,0.2015236201010133,0.1617975290609648,0.0709980430359547,0.1611197804187872,84.90690979611638,74.32581306621715,57.26769398441049,0.7699115044247787,1.0,0.8883908220635162,0.9972802581675428,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0178,random_weight_threshold,0.2985920519095121,0.2194506659562941,0.1585291208557641,0.1234196529729197,0.2000085083055098,85.65217185209751,78.27684690628597,64.75333282584702,0.8584070796460177,1.0,0.9358410220014196,0.9964152638232748,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0179,random_weight_threshold,0.3376512271398825,0.1409915072457915,0.2638613508105599,0.0944496756405901,0.1630462391631759,82.85695376795928,71.89432624816914,63.708616525961794,0.8230088495575221,1.0,0.9228879486829534,0.9881312795262492,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0180,random_weight_threshold,0.3687488026427116,0.2051930835097993,0.1913092248197073,0.1220054865610672,0.1127434024667145,83.19245187768466,76.7682481789796,64.31986747963124,0.8761061946902655,1.0,0.946216087577344,0.9991932264289044,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0181,random_weight_threshold,0.4055389190274751,0.1894476886750119,0.2051065088223575,0.0700595004493456,0.1298473830258097,87.99414704147144,77.48368369801027,51.72406093112023,0.7787610619469026,1.0,0.8667641371504032,0.9993595714951096,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0182,random_weight_threshold,0.3275473229395497,0.2162304707092359,0.2218511422090699,0.0893056436362087,0.1450654205059355,86.40067749193958,76.14353236382432,61.50468816312336,0.8584070796460177,1.0,0.9277262551966742,0.9995425510679354,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0183,random_weight_threshold,0.3121612914470376,0.2377800556803457,0.1366427326084165,0.1111447811031161,0.2022711391610838,83.41409240817575,74.7039256442913,56.50889219089608,0.7699115044247787,1.0,0.8972152253008676,0.9931964867922018,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0184,random_weight_threshold,0.3197852195435716,0.2733483038824749,0.2011212519948197,0.1032957150445587,0.1024495095345748,85.48239397183286,76.95314188502316,62.229368332715886,0.7787610619469026,1.0,0.8967734863156356,0.9968061747288576,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0185,random_weight_threshold,0.4146692377012527,0.1687901099999334,0.1999281665184378,0.1092732056849743,0.1073392800954016,85.75222576385352,74.70124078291668,59.99395853219741,0.8849557522123894,1.0,0.9442610510339594,0.997721072592987,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0186,random_weight_threshold,0.3557449072467319,0.2350902877573056,0.1593506235231752,0.0697869928203562,0.1800271886524308,84.22781500571855,76.24021524039905,59.514631020264936,0.9557522123893806,1.0,0.97926224995412,0.9958995941180384,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0187,random_weight_threshold,0.3152304432878235,0.1695220552184071,0.2602605497465333,0.0741487970275483,0.1808381547196876,83.7768144168314,74.78523711086491,55.43919167278879,0.9203539823008848,1.0,0.9614349095597436,0.994610419854947,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0188,random_weight_threshold,0.4640706744699239,0.1769002985441137,0.1539204152901771,0.0697319358210357,0.1353766758747493,86.4178628812357,72.07617297540607,59.858472225742,0.7345132743362832,1.0,0.8645517020936551,0.9976462173131946,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0189,random_weight_threshold,0.2807301369595737,0.3850426278406501,0.149834189310463,0.077868382413574,0.1065246634757392,86.212508694423,73.27849503669597,56.30217849096131,0.7079646017699115,1.0,0.8587660493125782,0.984596446869386,0.942857142857143,True,True,False,stuck_sensor > gaussian_noise > spike_noise > outage_block > time_shift > random_missing
random_weight_threshold_0190,random_weight_threshold,0.2910343333101712,0.2636891973996193,0.2157679728586542,0.0782398124963668,0.1512686839351883,82.47284479252573,78.22521295234364,55.18111939444103,0.8230088495575221,1.0,0.9141076314989358,0.9981452525118106,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0191,random_weight_threshold,0.3150213294536661,0.2143277421922978,0.1880531720381318,0.0946818129233052,0.1879159433925989,84.54326449839819,74.17868837937728,66.58996600166144,0.8672566371681416,1.0,0.9414163757646976,0.9989437088295962,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0192,random_weight_threshold,0.3555784271691019,0.1394320984721063,0.1760698521059831,0.1092560171142829,0.2196636051385254,89.35143843489506,76.67607487512251,60.05928715901363,0.7787610619469026,1.0,0.8740132899255229,0.9980703972320182,0.8285714285714287,False,True,False,spike_noise > gaussian_noise > stuck_sensor > outage_block > time_shift > random_missing
random_weight_threshold_0193,random_weight_threshold,0.3020393539649891,0.2181001152614448,0.1406666044871299,0.0723741676191012,0.2668197586673349,89.30899112666542,76.52371105624721,53.92960633731069,0.7433628318584071,1.0,0.8454463990944678,0.9914997671169076,0.8285714285714287,False,True,False,spike_noise > gaussian_noise > stuck_sensor > outage_block > time_shift > random_missing
random_weight_threshold_0194,random_weight_threshold,0.3361162419813372,0.2356242705028646,0.2129863213397847,0.117343199573466,0.0979299666025473,87.70102883588594,77.70094442391989,59.45902335744283,0.8407079646017699,1.0,0.9155385765301886,0.997721072592987,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0195,random_weight_threshold,0.3400863506847578,0.2285792796281882,0.1843938680547015,0.1004008160124428,0.1465396856199095,85.17611344591323,75.8258567252555,61.09598492637264,0.9292035398230089,1.0,0.9658764910161558,0.998868853549804,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0196,random_weight_threshold,0.3681791869628138,0.1619889340776956,0.2307672159157541,0.1185599753828016,0.1205046876609347,88.4277267777961,73.40745108403824,58.80502719391029,0.831858407079646,1.0,0.9084942249499212,0.9940614811364696,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0197,random_weight_threshold,0.3365247576242757,0.2929480960616992,0.1991504376767843,0.0983214082242679,0.0730553004129726,88.195963200515,76.2317550575569,60.16934413891611,0.7256637168141593,1.0,0.8599752168525403,0.994818351187704,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0198,random_weight_threshold,0.1887522129573313,0.3094255781216488,0.1626246096591209,0.1090306248544491,0.2301669744074497,84.45930789871015,78.18575339690666,57.5829987261187,0.6902654867256637,1.0,0.8546864092295257,0.993046776232617,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0199,random_weight_threshold,0.3406259425354593,0.1788528211508343,0.251962540031962,0.0736299316653097,0.1549287646164345,84.4415773920252,74.97986192521584,65.7919873547808,0.8495575221238938,1.0,0.9329423674381262,0.9953423381462508,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0200,random_weight_threshold,0.3406547414424867,0.2135195901271272,0.1900609217592174,0.100153262468538,0.1556114842026306,84.46072477929157,76.26468945021506,60.79983496274562,0.9734513274336284,1.0,0.987361592663013,0.9995675028278664,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0201,random_weight_threshold,0.436866372717744,0.1470262424131401,0.1966840864471426,0.1331349967688265,0.0862883016531467,83.79591131892586,73.15046736086998,59.99018211284404,0.6106194690265486,1.0,0.8206607993074593,0.9946603233748088,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0202,random_weight_threshold,0.3063478540127344,0.1478815323872845,0.232621204783031,0.1424443014248869,0.170705107392063,84.62078198638015,77.09427759965122,60.20580211933543,0.8938053097345132,1.0,0.9504204753199268,0.9947019096413602,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0203,random_weight_threshold,0.3634186003881229,0.1674981333327337,0.2415127820113631,0.0657478622274199,0.1618226220403602,84.78188218522153,75.60775315839736,57.29454130206831,0.9557522123893806,1.0,0.9782013194953508,0.9954005589194226,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0204,random_weight_threshold,0.316098278502833,0.2239335923651117,0.2175921508591092,0.0960516400856918,0.1463243381872541,83.08547668848432,76.23991022221757,63.65477880349142,0.8230088495575221,1.0,0.923560846918758,0.9995841373344868,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0205,random_weight_threshold,0.1901802304028259,0.2679521587418654,0.161528349922959,0.197658697267526,0.1826805636648236,83.20506481969979,75.58709023955394,62.74040497192389,0.8495575221238938,1.0,0.9351254601330586,0.9943609022556392,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0206,random_weight_threshold,0.2711563186667312,0.1687088281458436,0.1983564725980864,0.1241344232888148,0.2376439573005239,81.97303805995782,72.27212364847148,60.95934207779202,0.7433628318584071,1.0,0.8915295753202476,0.9989437088295962,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0207,random_weight_threshold,0.3038196695753196,0.1692197092215006,0.2758225425059374,0.0775434641619402,0.1735946145353022,86.99625211980381,73.30783933415135,55.8014031455921,0.8672566371681416,1.0,0.928676625289291,0.9909341938918094,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0208,random_weight_threshold,0.4080663487441402,0.1752843016498108,0.1858903796757987,0.0565101264025853,0.1742488435276649,83.16975868182813,76.6751892838947,58.291691221996444,0.8584070796460177,1.0,0.9353870345221929,0.9991433229090426,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0209,random_weight_threshold,0.4565204874146307,0.2056000642382686,0.1647104598467865,0.0601954804746132,0.1129735080257009,80.0,72.22342213340025,57.25464916088549,0.5221238938053098,1.0,0.8116317836636414,0.9978624658992616,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0210,random_weight_threshold,0.2977230539697684,0.2318111364849606,0.1661224211882063,0.0778032188856316,0.226540169471433,84.15572935595961,75.81830003744162,58.75364416372046,0.9292035398230089,1.0,0.9675729966281656,0.9956583937720408,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0211,random_weight_threshold,0.3099403436232664,0.1955906002941161,0.19322799948268,0.1212614330327311,0.1799796235672061,84.72203246755507,73.98208882220007,59.400550747322754,0.9292035398230089,1.0,0.9658945144495584,0.999658992614279,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0212,random_weight_threshold,0.3186371121972542,0.1566262339803545,0.2243610657351547,0.1054170822614931,0.1949585058257434,86.43344891427049,74.98652020574457,60.36422761543715,0.9646017699115044,1.0,0.982397382973752,0.9973966997138866,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0213,random_weight_threshold,0.4704293125303102,0.1140685277539645,0.1415378855527443,0.1416251705060408,0.1323391036569399,83.64690914185576,76.2219853231519,57.58457066310672,0.415929203539823,1.0,0.762816435567994,0.9962156497438288,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0214,random_weight_threshold,0.5484639642931414,0.1059811736831718,0.1242075142971089,0.0651911141794601,0.1561562335471178,86.16931446650543,72.3244300830112,63.47323709180306,0.3982300884955752,0.991150442477876,0.7415020781647712,0.993978308603367,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0215,random_weight_threshold,0.2466891609567705,0.1884879858549671,0.2698687298678198,0.1117848540164439,0.1831692693039985,85.57571510126186,75.8666441232527,63.180598690798085,0.7787610619469026,1.0,0.8959139309531705,0.9941446536695724,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0216,random_weight_threshold,0.2787203369134165,0.279732645529216,0.1744505626504481,0.0751108438588855,0.1919856110480338,82.62329666473678,75.74699798393895,58.38569509657682,0.8584070796460177,1.0,0.9378992924366284,0.9958746423581076,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0217,random_weight_threshold,0.3678550858385845,0.1950896370439877,0.1416480126929833,0.0689067248573084,0.226500539567136,86.63160394528117,74.47106622106266,60.72854255099437,0.8230088495575221,1.0,0.9124980641164628,0.9938036462838512,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0218,random_weight_threshold,0.338524072522289,0.2329360113050079,0.1991992354909779,0.0796171597628624,0.1497235209188626,87.45821584792817,72.30860280116809,65.97180246097909,0.7433628318584071,1.0,0.8776279920833489,0.9992348126954556,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0219,random_weight_threshold,0.390734738136329,0.170428022954874,0.255428928492233,0.0607365909159145,0.1226717195006494,85.50201924425329,72.38725135786002,60.90551453350105,0.911504424778761,1.0,0.9557071182188774,0.9911920287444276,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0220,random_weight_threshold,0.3798031709077804,0.2013623176311035,0.1336163721406361,0.1629089874317345,0.1223091518887455,87.00410156158712,74.86664196589665,65.58174202084895,0.8407079646017699,1.0,0.9240818154673036,0.9954837314525252,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0221,random_weight_threshold,0.2857044954496056,0.2235658820333828,0.2020888784666864,0.133951954786243,0.154688789264082,87.60859366437872,73.37312407527168,60.92851069863851,0.8672566371681416,1.0,0.931122759965866,0.9995175993080048,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0222,random_weight_threshold,0.3155199479320886,0.2638332202594584,0.1964739609301014,0.0726832707199296,0.1514896001584219,84.82372052883575,72.72541171034982,63.19273977696701,0.8230088495575221,1.0,0.9190660363844722,0.9980537627253976,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0223,random_weight_threshold,0.3274900002230175,0.2044327464864749,0.2101027833892908,0.0915574508291394,0.1664170190720773,87.66190115183112,74.8296985098814,57.62316760586967,0.911504424778761,1.0,0.9524810765349032,0.9999168274668976,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0224,random_weight_threshold,0.3658904375993006,0.1881033139739494,0.2409408243856507,0.0762679543443748,0.1287974696967245,84.40341785147545,75.00537066937433,64.46958034178103,0.911504424778761,1.0,0.9587531026427216,0.9962738705170006,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0225,random_weight_threshold,0.3821821935421453,0.2076127962023501,0.1498466102245563,0.0869924952205703,0.173365904810378,86.9218991246451,71.86283574898277,57.98694819000056,0.7699115044247787,1.0,0.877143096094338,0.9957082972919024,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0226,random_weight_threshold,0.3184416673068954,0.2472103405760256,0.1906355860190505,0.0959850691237813,0.147727336974247,85.51198480082567,73.80313438054993,58.97265911849406,0.9203539823008848,1.0,0.9602780924110456,0.9986609222170472,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0227,random_weight_threshold,0.3098321022632872,0.2439690589118741,0.2142355852675755,0.0946283406486095,0.1373349129086536,87.49656632351459,75.83473458024483,59.44952195641309,0.8230088495575221,1.0,0.9060369200066524,0.9989852950961474,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0228,random_weight_threshold,0.305100094853383,0.1832204828319934,0.1542252555619205,0.1392595606455763,0.2181946061071267,86.25992090136639,73.24458408931166,57.01333196908012,0.7787610619469026,1.0,0.8857524163869455,0.9963653603034136,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0229,random_weight_threshold,0.2170791746353979,0.2279510280015145,0.2594861018250202,0.0844997297262873,0.21098396581178,86.62161611341826,73.60586966946376,60.71154856457362,0.7610619469026548,1.0,0.8855545969466221,0.998561115177324,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0230,random_weight_threshold,0.4393472819459292,0.1693587949215696,0.1758006117198979,0.0686796117158124,0.1468136996967908,84.08196907269631,76.1271069207524,60.96882963763658,0.8230088495575221,1.0,0.9187517975266034,0.99906015037594,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0231,random_weight_threshold,0.332014978173328,0.1370277971087504,0.2590575459846901,0.0987635647632723,0.1731361139699589,84.18234418858025,75.5841492104469,59.64043070813032,0.8849557522123894,1.0,0.9463182897862232,0.9892208397098944,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0232,random_weight_threshold,0.3296816567934992,0.2719871639300357,0.1602112845345426,0.0970091310318671,0.1411107637100552,86.84005331951724,77.04751302975828,61.5632432200352,0.7699115044247787,1.0,0.8879566775989627,0.9960493046776234,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0233,random_weight_threshold,0.4461587552923828,0.1472382484977067,0.2212804278035972,0.0825819139464649,0.1027406544598481,87.40392835736337,74.55695945926628,55.741861111537794,0.7787610619469026,1.0,0.87485048509281,0.9930301417259968,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0234,random_weight_threshold,0.3130861079940901,0.2425857590097213,0.1987887198783296,0.1024709547122585,0.1430684584056003,86.66295195445714,71.70425526436985,58.79278746080045,0.8230088495575221,1.0,0.9079354733583184,0.9988854880564244,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0235,random_weight_threshold,0.5258405454372355,0.1544157447472222,0.1472770434766641,0.0877384661966511,0.0847282001422269,84.99207568972226,76.15894955598829,54.18208974071605,0.5221238938053098,1.0,0.779296875,0.9981702042717416,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0236,random_weight_threshold,0.3007865877443829,0.1761135908835212,0.2170021896335291,0.1125185763814206,0.1935790553571461,85.41575016233526,74.90159963580466,62.23174550548251,0.9646017699115044,1.0,0.9831393613846612,0.9990351986160092,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0237,random_weight_threshold,0.4643232706183239,0.1742438484627362,0.1558953143509652,0.0874566847816064,0.118080881786368,85.09693645598794,72.75517282794921,62.89977206808726,0.7168141592920354,1.0,0.870838691241606,0.9984030873644288,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0238,random_weight_threshold,0.2647517194548977,0.3102867526845836,0.1445364982485144,0.0831156869477936,0.1973093426642105,84.64820208535684,75.70586221846115,57.41963893143765,0.8230088495575221,1.0,0.9177344205008736,0.9908094350921552,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0239,random_weight_threshold,0.3138094953626218,0.2324356986215528,0.1656343473391339,0.1275288043395209,0.1605916543371704,84.32521548709202,74.48819026542594,55.37837941062964,0.8849557522123894,1.0,0.9427892666588776,0.997438285980438,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0240,random_weight_threshold,0.3661981781136197,0.1576799710893691,0.2094067763789374,0.057960726508362,0.2087543479097115,85.46250424759978,73.28853130831342,62.36970279495752,0.911504424778761,1.0,0.9573681430619484,0.9980870317386388,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0241,random_weight_threshold,0.3333072196931094,0.2293487023546047,0.190210123383235,0.0794789753093721,0.1676549792596785,82.08380144528142,76.49878978775698,61.10935442328185,0.8230088495575221,1.0,0.9246716885540964,0.9987607292567704,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0242,random_weight_threshold,0.4254213036219658,0.2065060804122266,0.1611398593348688,0.0633427042459624,0.1435900523849763,88.6308022504536,74.6230162539982,62.385836914175066,0.8141592920353983,1.0,0.9015801916137862,0.997288575420853,0.942857142857143,False,True,False,spike_noise > stuck_sensor > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0243,random_weight_threshold,0.3344741272840689,0.2281283942811173,0.2235550190890821,0.0828161325088386,0.131026326836893,80.91986850589302,70.40261414550943,62.527981403092674,0.7345132743362832,1.0,0.8915269422756944,0.9991516401623528,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0244,random_weight_threshold,0.3881347045810095,0.2208960092342863,0.1514560514702184,0.1016472717914357,0.1378659629230499,86.42723379026368,76.71675028155043,56.91325663269352,0.8407079646017699,1.0,0.9138062547673532,0.9966398296626524,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0245,random_weight_threshold,0.3366646727319066,0.2250565914059991,0.1867840236686898,0.0940293695638567,0.1574653426295475,84.57953852262294,72.72197619104053,61.10321022782043,0.8584070796460177,1.0,0.934435741224253,0.998810632776632,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
