variant,variant_type,w_coverage,w_continuity,w_stability,w_plausibility,w_temporal_consistency,threshold_A,threshold_B,threshold_C,grade_exact_agreement,grade_adjacent_agreement,quadratic_weighted_kappa,score_spearman_vs_base,scenario_rank_spearman_vs_base,top_failure_same_as_base,bottom_failure_same_as_base,exact_failure_order_same_as_base,failure_order
random_weight_threshold_0498,random_weight_threshold,0.387041522124736,0.1820710118233578,0.1426157660822063,0.0929267494866011,0.1953449504830985,86.60148600401324,74.58456661034836,56.98443933777293,0.7964601769911505,1.0,0.8947645463011702,0.9952342138532172,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0499,random_weight_threshold,0.3299371873611807,0.2141763214005515,0.2188926002116962,0.0872253005820077,0.1497685904445638,82.73717886408204,71.16621380615958,59.87948568097673,0.8495575221238938,1.0,0.9327969214623054,0.9997088961341408,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0500,random_weight_threshold,0.3723785713979892,0.2007582555819549,0.1924688700284865,0.0936097465441484,0.1407845564474209,84.4320645353447,72.39879801808323,59.04104905307579,0.8407079646017699,1.0,0.9267976678903044,0.999841972187105,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0501,random_weight_threshold,0.3925825480631104,0.1675968965529239,0.1903182537817854,0.073094028883661,0.1764082727185192,82.70060585024669,77.60178184800832,61.76763665238258,0.8672566371681416,1.0,0.94257935566923,0.9992098609355246,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0502,random_weight_threshold,0.260055196766478,0.3069533239209671,0.2066507275650707,0.1022811676489319,0.1240595840985521,83.69130130819391,74.60692879001954,59.16223432800032,0.8053097345132744,1.0,0.9100513785367972,0.9952092620932866,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0503,random_weight_threshold,0.3622690985714205,0.1965012690797237,0.2006422639579491,0.1019790002817646,0.138608368109142,84.49642909515315,75.21725352768472,57.72798574652617,0.9203539823008848,1.0,0.9622956289622956,0.999866923947036,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0504,random_weight_threshold,0.3381089637118323,0.2040247831704204,0.2018736795445173,0.081943710307285,0.174048863265945,84.87660224025612,78.15723685483805,62.307719339563526,0.8849557522123894,1.0,0.9466729589428976,0.9998253376804844,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0505,random_weight_threshold,0.2954011875909084,0.3131869740018086,0.2157231392538427,0.0766402709707389,0.0990484281827011,83.27580238532015,74.1793289466494,58.67999384423068,0.7964601769911505,1.0,0.9051355987881884,0.9942943642291572,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0506,random_weight_threshold,0.3341358950610289,0.1673579785016725,0.2598115914849086,0.0947309041732412,0.1439636307791486,84.35442343392998,76.10704152480261,60.96198156524087,0.9203539823008848,1.0,0.9613909874340382,0.9912086632510482,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0507,random_weight_threshold,0.4561916404535175,0.1514165894114925,0.1326629006801065,0.1246234182951527,0.1351054511597307,82.98052429890447,79.98052429890447,63.27315002865053,0.5575221238938053,1.0,0.8252613348178388,0.9963570430501032,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0508,random_weight_threshold,0.2908510241989173,0.1830831316725336,0.2959263012481418,0.1038659993269107,0.1262735435534965,88.36312140982496,72.07088760127807,56.97633216179541,0.8407079646017699,1.0,0.9125838060856112,0.984222170470424,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0509,random_weight_threshold,0.3178562039156441,0.2304859418900911,0.2064153576873467,0.1056500208000077,0.1395924757069102,84.21488682961851,76.18877759941584,57.144443949750006,0.9469026548672568,1.0,0.9735651902682472,0.9994593785348328,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0510,random_weight_threshold,0.3413361210276349,0.2250392994503716,0.1957163482632462,0.0814308605941777,0.1564773706645694,85.6864057280959,76.48511093248516,60.210357050504335,0.9026548672566372,1.0,0.951336961202678,0.9993845232550403,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0511,random_weight_threshold,0.3526273500553781,0.1398417219753935,0.227613132641244,0.1003551018629986,0.1795626934649857,82.58952763885509,71.97930805446381,59.9273062154142,0.7433628318584071,1.0,0.8864321608040201,0.9954255106793533,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0512,random_weight_threshold,0.3471244584171662,0.1589724584802459,0.1679255784178476,0.1762194850360057,0.1497580196487344,87.79143289585708,75.77245307126455,57.89630297059972,0.7876106194690266,1.0,0.8870188301949675,0.9982616940581542,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0513,random_weight_threshold,0.3900568198944509,0.2111256023558926,0.1876841665315106,0.0746452263849085,0.1364881848332371,86.26524619986819,73.75190507670034,58.57825470760686,0.8849557522123894,1.0,0.9408829329148054,0.9993928405083504,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0514,random_weight_threshold,0.2428220151647883,0.2709268218769186,0.2353996756737593,0.0697609593070767,0.1810905279774569,84.39162301468173,74.70159646553097,62.0616903348994,0.7610619469026548,1.0,0.8883930204484765,0.9980787144853284,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0515,random_weight_threshold,0.3791504028872546,0.2085419766444022,0.1935954339630288,0.0837049965018466,0.1350071900034676,82.33405495831303,69.94398342421127,63.88003547068336,0.6991150442477876,1.0,0.874951178232001,0.9997338478940716,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0516,random_weight_threshold,0.3495431567571508,0.1753507456638222,0.2456306159048142,0.1357652107513914,0.0937102709228213,83.84853627950677,76.66935402813691,58.71015415506683,0.8849557522123894,1.0,0.945811354162824,0.9897281921618206,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0517,random_weight_threshold,0.4249525616683595,0.1665800616990886,0.2143134512146937,0.0841694858949771,0.1099844395228809,83.64189545703589,75.42254191116837,58.53999539919933,0.8672566371681416,1.0,0.9388991024115928,0.9966481469159626,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0518,random_weight_threshold,0.3496224564283701,0.2092305375670865,0.1657620069315394,0.1492255897266965,0.1261594093463074,84.56840377153813,74.81432013239386,62.547053048873714,0.8495575221238938,1.0,0.931934946674698,0.99812030075188,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0519,random_weight_threshold,0.3033490589452395,0.2628961689409873,0.2046260661819852,0.0850064324797112,0.1441222734520766,80.17527977223557,77.17527977223557,61.04879126687852,0.6991150442477876,1.0,0.8776588969558018,0.9981702042717416,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0520,random_weight_threshold,0.2849689288517562,0.325361909853784,0.1703600625959604,0.0783012756105982,0.1410078230879011,83.40967705095115,74.11768859347514,55.196982402410526,0.8407079646017699,1.0,0.927159432746025,0.9937287910040592,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0521,random_weight_threshold,0.4945172227065808,0.1501321524178199,0.1624691204747315,0.0690656945803308,0.1238158098205368,85.44819406830845,73.73308861175485,59.10145044394052,0.6371681415929203,1.0,0.8254924855926777,0.9985943841905648,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0522,random_weight_threshold,0.3927315140319004,0.1615897143403974,0.2163051883937228,0.1370496435279852,0.0923239397059942,84.82838427569916,75.938304276932,59.10031459491495,0.8495575221238938,1.0,0.9290960764773188,0.993703839244128,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0523,random_weight_threshold,0.3452630091663437,0.1598049519839001,0.1555402291974683,0.076321837157723,0.2630699724945646,83.89050242234312,75.716170299044,61.6619638875223,0.7079646017699115,1.0,0.876445445810278,0.9956251247587996,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0524,random_weight_threshold,0.4806128647670822,0.1554099002386214,0.1690133714523091,0.0782661184285571,0.11669774511343,85.66988854679082,76.21592578410717,58.69488150637898,0.7168141592920354,1.0,0.8619214907591264,0.9989520260829066,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0525,random_weight_threshold,0.2929163080649722,0.2770398155652104,0.1656264072403449,0.0963144962879096,0.1681029728415627,85.5388972973279,75.37938453622884,61.37337126881572,0.8407079646017699,1.0,0.9265650949527042,0.9958995941180384,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0526,random_weight_threshold,0.4047914358803112,0.2455773634394151,0.1598409846485588,0.0776147508084885,0.1121754652232261,81.72550638448675,78.26892828178234,62.896183526494816,0.7522123893805309,1.0,0.9013285099482318,0.9964734845964468,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0527,random_weight_threshold,0.3399313383854863,0.1761340969678362,0.1989159478515247,0.1149882033412684,0.1700304134538842,85.592419205109,72.63357371456347,62.02129550650732,0.8938053097345132,1.0,0.948519362186788,0.9995924545877972,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0528,random_weight_threshold,0.5235226653123738,0.1321889329725013,0.1612131101514291,0.0821295284696119,0.1009457630940837,82.90029026783323,72.99682981535649,59.68263125152709,0.4070796460176991,1.0,0.757596132295969,0.9977626588595384,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0529,random_weight_threshold,0.2433913760058136,0.2559366638744953,0.2242780125653635,0.1094307050583525,0.1669632424959748,85.6409104263974,74.33124828086916,63.14407323949279,0.7522123893805309,1.0,0.8832299970475347,0.9983282320846364,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0530,random_weight_threshold,0.3753167988825939,0.1855448390740529,0.1718450415650622,0.0997109281926037,0.1675823922856873,82.85785954651774,76.49506301233639,58.19294320451521,0.7699115044247787,1.0,0.8980215203054495,0.9990684676292502,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0531,random_weight_threshold,0.3204684846415504,0.2777322689269815,0.1810764595577478,0.1012960375078122,0.119426749365908,84.38850214724114,76.04110714098437,63.62016332426072,0.8141592920353983,1.0,0.9155666251556662,0.9964318983298958,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0532,random_weight_threshold,0.3869785340718554,0.1679292224387069,0.1915664325711603,0.0832545784051353,0.1702712325131418,84.30576570403571,75.78813756526185,60.45107509354132,0.8672566371681416,1.0,0.939392855865842,0.9993845232550403,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0533,random_weight_threshold,0.4565445067607123,0.1668902690456827,0.1192176732004491,0.1019859384014789,0.1553616125916768,85.30254006156208,77.96104409601702,54.82816982509,0.5929203539823009,1.0,0.8200387757928265,0.9936456184709564,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0534,random_weight_threshold,0.3846833451337538,0.2173612211283699,0.1473775228150971,0.0637862408827547,0.1867916700400243,83.11459824088577,77.01094272612399,56.67838731859025,0.7964601769911505,1.0,0.9074660875137964,0.9949264754807372,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0535,random_weight_threshold,0.357359799679204,0.1774497485328635,0.2265122133544006,0.1207765755628818,0.1179016628706498,83.12147801001359,71.44211519620423,57.532275772534,0.7610619469026548,1.0,0.8907274094767379,0.9960576219309336,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0536,random_weight_threshold,0.2927028853590209,0.1226643359637146,0.3491953436561884,0.0724337133711851,0.1630037216498908,84.7466913230654,74.62383467799565,60.242205067606335,0.7964601769911505,1.0,0.8999037165414981,0.95355645751547,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0537,random_weight_threshold,0.2828287782475802,0.2369741014862516,0.1979936198910073,0.1055667150058418,0.176636785369319,85.86365074510971,77.04843529082439,60.99441246453816,0.8141592920353983,1.0,0.912029657089898,0.9990185641093886,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0538,random_weight_threshold,0.3208061282834133,0.2010057573858158,0.2579611115643073,0.1002723293170979,0.1199546734493655,87.30377115370118,74.06087752817581,54.14201283904737,0.8761061946902655,1.0,0.9327495323924504,0.9931632177789608,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0539,random_weight_threshold,0.4446477312231014,0.1772342636221374,0.2372391763649157,0.0534424710997826,0.0874363576900626,83.75687782729719,73.36487872543309,61.02647143909103,0.9026548672566372,1.0,0.9550955529063256,0.9931632177789608,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0540,random_weight_threshold,0.3084857887290172,0.2414508269276855,0.1546778951598879,0.1503561267547588,0.1450293624286505,82.92848373863434,76.22594696189873,58.651031258657866,0.8584070796460177,1.0,0.9374091255279374,0.9964734845964468,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0541,random_weight_threshold,0.3759606138367221,0.2003824654618448,0.1895792267819141,0.1101610488871863,0.1239166450323325,82.90721721174175,74.1069227289824,65.76075005758602,0.7522123893805309,1.0,0.8980210146328885,0.999717213387451,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0542,random_weight_threshold,0.3753144013815241,0.2437974822378636,0.1627620148487711,0.0502947828362194,0.1678313186956215,82.85519681273486,75.7689971585688,58.10484255087364,0.911504424778761,1.0,0.9603647842862152,0.9960908909441748,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0543,random_weight_threshold,0.4130123351747743,0.1874428202543321,0.1791673397494967,0.0945506530596596,0.1258268517617371,84.95726042295341,73.94285652792813,58.53880665028222,0.8053097345132744,1.0,0.9077277113800016,0.9995591855745558,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0544,random_weight_threshold,0.4563178745319989,0.1689002132307229,0.1539246201994907,0.1104025763242141,0.1104547157135732,84.6414884477327,75.0306490014191,59.588297661870826,0.6460176991150443,1.0,0.8379347436357117,0.9984197218710494,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0545,random_weight_threshold,0.3565359007709484,0.2598651522759505,0.1534426336628726,0.079711995229782,0.1504443180604464,87.12574679803046,74.29564121914976,56.32185466379777,0.8230088495575221,1.0,0.9034930395422324,0.995500365959146,0.8285714285714287,False,True,False,spike_noise > gaussian_noise > stuck_sensor > outage_block > time_shift > random_missing
random_weight_threshold_0546,random_weight_threshold,0.3700640610241567,0.1695502234876206,0.2164351230443281,0.0834939379801483,0.1604566544637462,85.93800152528235,75.63089960061424,61.644460182210814,0.9734513274336284,1.0,0.9869207916972106,0.998311597578016,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0547,random_weight_threshold,0.3012443330222174,0.2027127205870635,0.2745099467404802,0.0889138935622086,0.13261910608803,84.64932094017963,75.72020664531485,64.09977144592212,0.8053097345132744,1.0,0.9093097913322632,0.9920902921019364,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0548,random_weight_threshold,0.2726179092681483,0.2298039900342154,0.2321815953345803,0.1347779582659202,0.1306185470971357,82.428302631639,76.70630675449405,60.86972822380507,0.831858407079646,1.0,0.926024187713193,0.9970889613414068,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0549,random_weight_threshold,0.4253233888901021,0.153463742121262,0.1978046269673992,0.1080852521239632,0.1153229898972732,87.91569120802289,73.15096064285693,59.81770148348719,0.7433628318584071,1.0,0.8605947164674352,0.9972303546476812,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0550,random_weight_threshold,0.3737687714023083,0.1811527428101275,0.1998383879585701,0.1227836990707619,0.1224563987582319,81.96841565610306,71.78595804995814,62.69857131192476,0.6991150442477876,1.0,0.873142706200885,0.998843901789873,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0551,random_weight_threshold,0.3110441845802064,0.1875764200562185,0.1858471639597519,0.1179724437792355,0.1975597876245877,84.84994418465935,75.50890479659671,63.205882986690014,0.8849557522123894,1.0,0.9487456822860332,0.9994261095215916,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0552,random_weight_threshold,0.3648386380461757,0.1763651942562516,0.1791405319191838,0.1228781044421211,0.1567775313362677,85.45566035569864,73.76070900443092,56.10129743934015,0.7345132743362832,1.0,0.8692734844979176,0.999434426774902,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0553,random_weight_threshold,0.5552968109979586,0.1380237539287318,0.0994128290025001,0.0900005819467564,0.1172660241240526,84.22996149996436,72.99221356802566,60.33785841573224,0.3451327433628318,0.991150442477876,0.7358129649309245,0.991117173464635,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0554,random_weight_threshold,0.5845322467742342,0.1243292271897469,0.1193472166231724,0.0851361954922799,0.0866551139205663,81.35499713249284,76.26051825563162,61.43458230836814,0.3893805309734513,0.9026548672566372,0.6710991895902294,0.995508683212456,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0555,random_weight_threshold,0.3102144760178287,0.2086356483245393,0.2374058561175783,0.1089968533192878,0.1347471662207657,84.70206320399114,70.95169151345745,60.19299710179437,0.9203539823008848,1.0,0.9618056859578624,0.9976129482999536,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0556,random_weight_threshold,0.4140465163268438,0.1617952286046062,0.2011129071054898,0.0850948011304595,0.1379505468326007,84.3890999504557,76.67015340542002,60.18458099574924,0.8761061946902655,1.0,0.9434029765311964,0.998494577150842,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0557,random_weight_threshold,0.2722096147019089,0.3085509304778955,0.1201887872421293,0.0967776624586825,0.2022730051193835,88.3803383646875,75.18416435383072,63.802571534126976,0.6371681415929203,1.0,0.8218830494790665,0.9847378401756604,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0558,random_weight_threshold,0.339583252143171,0.1913658381989205,0.2286498936499177,0.0978808817021519,0.1425201343058388,82.48664931646532,75.92666547683696,63.00403753190136,0.8495575221238938,1.0,0.9345908951615648,0.997937321179054,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0559,random_weight_threshold,0.2804441300375028,0.2199219832795429,0.1957977024471067,0.063017269320159,0.2408189149156884,83.03837796910018,75.49298799790877,59.89159551525479,0.8761061946902655,1.0,0.9455196638886976,0.9982117905382928,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0560,random_weight_threshold,0.2563931880244551,0.2564130458784727,0.2384090870743724,0.1059864491016429,0.1427982299210568,82.14994851471101,72.06914300690234,60.51316177243548,0.9026548672566372,1.0,0.956356869491942,0.99719708563444,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0561,random_weight_threshold,0.3394963797535949,0.1897498063099183,0.2104571402209479,0.0960492763301832,0.1642473973853555,82.90912925984814,74.08014065491787,63.459280379658914,0.8495575221238938,1.0,0.935221716405328,0.9996174063477276,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0562,random_weight_threshold,0.2650984566455397,0.2056269532111692,0.2365697251765696,0.1425383025896068,0.1501665623771145,85.36631825362232,75.11799818473577,64.5450630234236,0.8230088495575221,1.0,0.9176444865534582,0.9972968926741632,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0563,random_weight_threshold,0.306243411813417,0.2156909105478639,0.2027740162281363,0.0892805170129662,0.1860111443976164,87.38105741607573,75.96388053073481,57.3381013863382,0.8938053097345132,1.0,0.9433725883237284,0.9997005788808304,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0564,random_weight_threshold,0.2971511661443355,0.1813899787732099,0.216158888093813,0.1020042394968995,0.2032957274917417,88.0976430349927,75.58824764466124,65.94310482991784,0.7876106194690266,1.0,0.8985561457320267,0.9993346197351788,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0565,random_weight_threshold,0.3130865313174788,0.2349227495893854,0.1631491009459406,0.1120429421833037,0.1767986759638914,81.99518548831455,73.1113742414634,57.91585610979643,0.7787610619469026,1.0,0.9041495606148,0.9969475680351322,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0566,random_weight_threshold,0.3855502295710976,0.1537678046152517,0.1628386513693922,0.1405105550070719,0.1573327594371864,86.8608885434677,76.5257291861354,55.17745510660613,0.7256637168141593,1.0,0.8601205925807611,0.9983365493379468,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0567,random_weight_threshold,0.2956811235081771,0.2918803576217682,0.1999121575934024,0.07841982481927,0.1341065364573824,83.23090910502049,74.82206458259678,58.0254996659191,0.8141592920353983,1.0,0.9148821693747984,0.9965483398762396,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0568,random_weight_threshold,0.3023757935678694,0.2408004736221158,0.185380464154536,0.0912241760134947,0.1802190926419839,81.01707846596034,75.25379302085156,56.7982598698505,0.8849557522123894,1.0,0.9498515003584476,0.99812030075188,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0569,random_weight_threshold,0.2626567304442407,0.2493011102982799,0.2267175000993458,0.1182270731426402,0.1430975860154933,89.01674449980916,72.7375859819315,53.89512620957175,0.8584070796460177,1.0,0.9190471926211158,0.997937321179054,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0570,random_weight_threshold,0.3449129271294281,0.1686379645680039,0.2485655757348379,0.0822365401238555,0.1556469924438746,86.05848481019771,76.7256181601293,58.142900778732105,0.9026548672566372,1.0,0.9501303911735206,0.99501796526715,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0571,random_weight_threshold,0.2687476347748551,0.1916685344977183,0.2587845619749963,0.0666329179336524,0.2141663508187778,85.02760433918223,74.95982877584176,61.97594078209695,0.8141592920353983,1.0,0.912029657089898,0.997346796194025,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0572,random_weight_threshold,0.4353402754056803,0.2218346698431443,0.1326250987178661,0.0856389141727121,0.124561041860597,85.16117426711455,74.07405340269165,57.515155879422224,0.7610619469026548,1.0,0.881103620279802,0.9947684476678422,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0573,random_weight_threshold,0.3888114090656577,0.2103348325286548,0.1594492862492406,0.0781885527936529,0.1632159193627939,82.52918290514806,72.96383837134307,56.39512235159693,0.672566371681416,1.0,0.8545688545688546,0.9969475680351322,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0574,random_weight_threshold,0.4196191394689129,0.1627574809689778,0.1901099978662386,0.0865121347484528,0.1410012469474177,85.51952806812778,76.3969623408731,59.785731811738486,0.8761061946902655,1.0,0.9410185668481098,0.9990435158693194,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0575,random_weight_threshold,0.3539436415153937,0.2316302802715678,0.1961394612755834,0.0770286763439951,0.14125794059346,83.22461733080726,78.25137729439417,58.65416431822273,0.8672566371681416,1.0,0.9388020363216232,0.9990851021358708,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0576,random_weight_threshold,0.2590783040173269,0.2948008190613134,0.2505243159634434,0.0451256989519658,0.1504708620059505,88.34622536247043,73.75202349769012,56.65266660627566,0.6460176991150443,1.0,0.8166774821544451,0.9959162286246592,0.942857142857143,True,True,False,stuck_sensor > gaussian_noise > spike_noise > outage_block > time_shift > random_missing
random_weight_threshold_0577,random_weight_threshold,0.3540552220874974,0.2304555722902527,0.1449312586375077,0.0893262494559493,0.1812316975287927,87.96212998901461,70.84019229881456,63.16776139563507,0.672566371681416,1.0,0.8407298769570684,0.9945937853483268,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0578,random_weight_threshold,0.3998643796899648,0.2406216704651417,0.1629299675007484,0.0855874284589953,0.1109965538851496,82.91127820911278,72.67381985909606,58.23824840717801,0.7964601769911505,1.0,0.908204711616572,0.9969808370483731,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0579,random_weight_threshold,0.4451323924249263,0.1360679167726826,0.1848590872962053,0.0873865350985287,0.1465540684076568,84.77648842508701,74.37417080427636,59.33872033380063,0.672566371681416,1.0,0.8448090271333655,0.9975380930201612,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
